,lattitude,longitude,city,country,max_temperature,humidity,wind_speed,cloud_percentage
248,9.51739383304013,129.35704105345428,bacolod,ph,79.16,81,3.56,87
249,9.23790839631456,171.69909930820313,butaritari,ki,79.92,70,13.58,0
250,5.9902541160000204,104.63853179076585,marang,my,78.8,88,1.12,20
251,5.844980708284529,42.401201864672544,mandera,ke,91.02,37,9.86,66
252,5.5489219949540765,164.4168561504037,butaritari,ki,79.92,70,13.58,0
253,5.805248422268655,-154.67172643174317,hilo,us,73.99,88,8.32,75
254,5.121731976871386,-51.518780670263084,cayenne,gf,87.8,62,2.24,75
255,5.5288220977498845,-7.510196977528835,zwedru,lr,77.79,81,5.19,99
256,14.12125023365052,-0.8352801490241859,gorom-gorom,bf,97.07,29,11.52,16
257,12.987318633598605,39.546738552055444,korem,et,60.66,71,3.98,45
258,12.918252677091736,-154.92564945537063,hilo,us,73.99,88,8.32,75
259,12.59770443877131,-151.52915044822296,hilo,us,73.99,88,8.32,75
260,10.132439023111278,-49.80444230609214,sinnamary,gf,86.77,62,8.55,38
261,12.643685285689504,159.41472820462337,butaritari,ki,79.92,70,13.58,0
262,10.011259336888294,-82.77225022387395,limon,cr,82.4,78,2.24,75
263,11.911219548147326,-164.53476786582584,kapaa,us,73.4,88,9.17,1
264,13.204664258689194,-133.26263945262707,hilo,us,73.99,88,8.32,75
265,11.156382982278803,-25.670643249144575,sao filipe,cv,82.54,70,10.96,73
266,13.520462949417254,97.11534541513231,dawei,mm,77.74,88,3.02,100
267,12.248448836842485,88.21026154479466,port blair,in,81.66,84,11.7,87
268,13.440522214850837,150.1811257574197,lorengau,pg,78.75,82,8.99,92
269,14.639267170102325,-19.46454606394832,dakar,sn,91.4,59,13.87,11
270,12.581972362775469,87.24649520443654,port blair,in,81.66,84,11.7,87
271,10.004171828664997,-37.00201755622345,itarema,br,87.1,53,22.03,92
272,10.93189663072665,-46.01987957497033,cayenne,gf,87.8,62,2.24,75
273,10.66049919775168,-144.99220738249215,hilo,us,73.99,88,8.32,75
274,10.88976967005923,10.144081532287402,duku,ng,79.79,85,3.8,89
275,16.313465941947303,-28.135983548133993,porto novo,cv,86.0,62,29.97,20
276,15.40665976046116,-102.12957150881752,petatlan,mx,91.4,59,11.41,5
277,18.241104137950057,-179.8875629948984,kapaa,us,73.4,88,9.17,1
278,15.619738552416974,-75.1124232729464,morant bay,jm,87.8,70,19.46,75
279,16.162379882470088,14.618121732412106,mao,td,95.14,32,10.18,23
280,19.37033641181943,96.29285989793397,pyinmana,mm,76.33,88,3.38,45
281,17.31538200428819,-118.13629708395807,cabo san lucas,mx,91.4,55,10.29,5
282,17.129762927323853,-22.92627644296931,santa maria,cv,84.2,66,21.92,40
283,15.165441536268775,-47.80543863540723,sinnamary,gf,86.77,62,8.55,38
284,16.85478401773163,155.6105797552928,kavieng,pg,80.51,78,6.4,99
285,18.989937123326644,71.65198807898548,bombay,in,84.2,89,4.7,40
286,17.741947752550317,-172.1015849880522,kapaa,us,73.4,88,9.17,1
287,17.635451407676243,-108.12860992625164,tomatlan,mx,90.99,33,1.5,0
288,17.303148923746313,-43.053140743306415,cayenne,gf,87.8,62,2.24,75
289,21.642434123894883,6.505692380396738,arlit,ne,98.78,19,6.31,79
290,23.654312023520472,-21.11607615403568,nouadhibou,mr,77.0,61,21.92,0
291,20.17240337328579,-64.31378628809694,road town,vg,86.0,74,12.75,40
292,24.014961011416105,161.78077959916368,butaritari,ki,79.92,70,13.58,0
293,20.04154634867676,172.62332972297048,butaritari,ki,79.92,70,13.58,0
294,22.348281975865792,86.52976330104383,mushabani,in,76.93,91,1.74,85
295,21.197892879341346,-46.78927147537834,bathsheba,bb,87.8,66,16.11,20
296,22.214777306151515,94.25125659787722,monywa,mm,81.37,76,4.0,86
297,24.776820926663106,-161.62182740789135,kapaa,us,73.4,88,9.17,1
298,22.111217297909544,130.65390411465722,nishihara,jp,80.6,65,6.93,20
299,22.13299640512866,79.88578338982427,barghat,in,71.67,64,5.61,100
300,21.445775456374857,12.179742702202589,bilma,ne,96.75,12,5.35,30
301,22.709477933514524,117.5012470680602,haimen,cn,77.0,83,6.71,11
302,22.818200985932755,-113.3883007027564,constitucion,mx,66.99,32,6.93,5
303,22.118713409558413,53.94457644110332,abu dhabi,ae,91.4,55,4.7,0
304,21.07332756725217,-158.75252652468566,makaha,us,77.0,94,4.9,1
305,23.854880217225688,-96.70894371457027,nuevo progreso,mx,84.0,49,5.99,0
306,23.754946654233592,74.39329954034073,banswara,in,80.02,53,4.65,42
307,20.99379798121817,-46.29640437038623,bathsheba,bb,87.8,66,16.11,20
308,20.29305489628835,78.72786377627307,rajur,in,77.7,76,6.87,97
309,25.93995665012018,-115.62071113478783,guerrero negro,mx,85.96,37,3.89,0
310,28.647176081281827,-162.83176788105933,kapaa,us,73.4,88,9.17,1
311,26.518629979370843,150.40504838902018,katsuura,jp,69.8,88,5.82,20
312,25.03361570908297,-71.12538901308092,cockburn town,bs,84.29,77,14.65,100
313,25.59642755089252,160.31579497329454,hasaki,jp,62.6,88,5.82,20
314,25.036968880729443,-1.3554663183509774,adrar,dz,104.68,7,10.74,0
315,27.496911496423493,80.72165342572947,khairabad,in,80.94,62,2.48,0
316,26.209294819628195,151.0002105350107,hasaki,jp,62.6,88,5.82,20
317,29.40906387743788,-171.630306714773,kapaa,us,73.4,88,9.17,1
318,28.85284516384885,89.00429568108154,gasa,bt,59.0,64,3.18,97
319,28.77921038044203,-152.67263947450562,kahului,us,80.6,74,4.7,1
320,29.432611598119436,-19.845717929555803,los llanos de aridane,es,75.2,69,20.8,40
321,26.198294048388448,-179.59386796790568,kapaa,us,73.4,88,9.17,1
322,29.797302215822427,93.9174588258636,along,in,72.57,87,1.61,30
323,29.91589275504008,-137.9198023975089,half moon bay,us,77.0,73,3.47,5
324,27.393869842245433,-135.23760521464283,pacific grove,us,73.99,43,8.05,1
325,34.77143863843425,105.16138041149355,beidao,cn,52.59,73,1.03,100
326,33.33580073838843,141.046155809837,katsuura,jp,69.8,88,5.82,20
327,32.40889270919041,-161.95678138349925,kapaa,us,73.4,88,9.17,1
328,33.96470312108201,17.71971113154393,surt,ly,90.18,32,13.67,35
329,31.980390863082892,48.02137980803175,shush,ir,87.26,18,8.63,0
330,34.453367994868486,-114.11362500760964,lake havasu city,us,84.2,8,3.83,1
331,34.28780744283497,-79.42819952596352,florence,us,75.0,43,12.75,1
332,32.95018096917667,152.74700904144606,hasaki,jp,62.6,88,5.82,20
333,33.82099169450217,-81.40519859556808,lexington,us,60.01,54,6.93,75
334,34.63971689367308,-102.868833363874,clovis,us,77.0,38,4.7,90
335,30.21905285322444,-82.36795285391952,lake city,us,75.99,46,5.82,1
336,30.723125268412836,-78.00150418055955,mount pleasant,us,75.0,60,11.5,20
337,33.16133266171161,32.58785572170436,ypsonas,cy,77.0,65,12.75,0
338,30.74339960680017,-98.98298171482956,fredericksburg,us,66.99,55,9.17,75
339,31.14575144670801,-12.063009354914527,teguise,es,77.0,65,23.04,40
340,33.20362163302186,-81.22556192829512,orangeburg,us,72.0,40,11.41,1
341,32.60246261274436,178.79827520012356,nikolskoye,ru,57.2,62,6.71,4
342,31.445766817779756,-123.57269469959849,lompoc,us,87.8,38,7.11,1
343,32.138280015365915,-132.59947988099836,half moon bay,us,77.0,73,3.47,5
344,38.83977739335104,44.997202214714434,khoy,ir,64.0,51,2.8,30
345,38.003448454458855,-107.99433692018097,montrose,us,66.99,25,3.36,1
346,39.388503237088685,-65.11787577482391,shelburne,ca,55.4,58,10.29,75
347,36.53961099060319,161.64021832896043,severo-kurilsk,ru,46.67,87,11.3,14
348,39.86792389325181,9.815376235020182,tortoli,it,72.0,100,28.86,20
349,38.564203537054595,22.699668874565447,tithorea,gr,73.0,76,1.01,42
350,37.296783019483925,33.32746921876563,karaman,tr,59.72,44,4.0,0
351,37.26485096277018,-21.473415990572335,vila franca do campo,pt,68.0,94,13.87,75
352,37.14029808153558,-141.318385735259,fortuna,us,55.4,100,3.36,20
353,39.022013381280395,2.4475225524803648,calvia,es,63.0,82,18.34,75
354,35.60020998085716,-19.63101695934523,ponta do sol,pt,75.2,69,6.93,20
355,37.61181123323413,-16.827751812763722,camacha,pt,71.6,78,17.22,75
356,36.543924918807186,146.4346082735858,kamaishi,jp,61.72,82,6.24,91
357,39.01465382254679,-9.222198972910519,milharado,pt,64.4,55,19.46,40
358,37.74218552575349,54.84017125717148,gonbad-e qabus,ir,66.2,48,4.7,3
359,38.70526349579588,-49.709314683896025,torbay,ca,60.01,93,6.93,90
360,37.66931771805582,31.39474986265361,beysehir,tr,63.41,33,4.79,0
361,37.88889353561362,115.98427681955724,hengshui,cn,55.6,36,4.14,13
362,37.05450637840413,105.25166722275429,baiyin,cn,60.01,23,8.95,75
363,43.879441582209346,-171.26570965437452,bethel,us,55.99,87,5.82,75
364,42.215304402647874,27.675930918818352,primorsko,bg,70.0,88,4.7,20
365,42.62520015521093,-34.67555210800879,ribeira grande,pt,73.4,64,10.29,40
366,42.90918283523893,-83.24178182562557,lapeer,us,51.8,57,6.93,75
367,42.875959763714384,-98.55339143820441,mitchell,us,48.2,61,8.05,75
368,42.87362043537061,-109.88537032156435,jackson,us,57.2,58,0.89,1
369,42.79315623708733,-147.98675150536627,kodiak,us,51.8,87,24.16,90
370,44.83980393491429,73.6075739080238,shu,kz,53.01,93,4.0,69
371,40.25476452118348,76.11659126767148,kashi,cn,55.4,47,8.95,88
372,44.44546351350385,165.4023616257307,nikolskoye,ru,57.2,62,6.71,4
373,44.34322229949391,-44.24608051080213,torbay,ca,60.01,93,6.93,90
374,41.79981342960839,-127.57479569615916,eureka,us,55.4,100,3.74,90
375,43.37589532077182,-26.30680756193047,lagoa,pt,69.21,83,16.11,55
376,44.921881760408226,-127.07224959641724,newport,us,66.2,55,13.73,90
377,44.76601322926949,-143.59697973669773,sitka,us,57.2,93,4.7,90
378,44.87643596316404,41.34106204006841,konokovo,ru,64.4,55,15.66,40
379,42.83693061158178,-2.9059535659467315,miranda de ebro,es,51.8,57,14.99,20
380,41.917432591931096,-24.11827718233181,praia da vitoria,pt,73.99,73,15.21,75
381,47.075805032227535,-142.93832254035982,sitka,us,57.2,93,4.7,90
382,47.75266056324614,167.91627152581702,nikolskoye,ru,57.2,62,6.71,4
383,48.95971523671057,-92.96789795721024,fort frances,ca,39.99,69,0.63,90
384,47.08800827862885,-27.84530883375612,lagoa,pt,69.21,83,16.11,55
385,49.43552874030472,-111.86535058569875,taber,ca,59.0,51,5.82,5
386,46.057686710781,38.00164382447045,primorsko-akhtarsk,ru,65.5,73,12.8,100
387,48.43022504638837,-31.28982488292067,lagoa,pt,69.21,83,16.11,55
388,45.37902101422279,140.80754343490884,wakkanai,jp,56.79,93,14.05,100
389,47.887233125288894,-34.95851430583201,lagoa,pt,69.21,83,16.11,55
390,47.55963763615987,-164.7167947792724,bethel,us,55.99,87,5.82,75
391,45.96388533640046,-160.41509562422442,kodiak,us,51.8,87,24.16,90
392,46.988235418456206,-106.57811453256433,miles city,us,59.0,30,9.17,75
393,48.04019770333718,-36.54247495477381,ribeira grande,pt,73.4,64,10.29,40
394,46.30237662889969,-67.9217333565566,houlton,us,53.6,100,6.93,90
395,46.02806136094814,-138.10752747961564,ketchikan,us,59.0,93,17.22,90
396,46.91827748685403,49.15561764952096,marfino,ru,59.0,54,6.71,75
397,46.614100453809364,-7.541705169010669,cervo,es,59.0,1,24.52,60
398,46.60805008317872,108.12994517999681,darhan,mn,28.42,85,3.15,94
399,49.06776955717929,-152.97216703946702,kodiak,us,51.8,87,24.16,90
400,54.23928110902765,60.059425464867786,uyskoye,ru,48.94,73,3.4,0
401,52.761402475181576,-20.46855081691541,dingle,ie,55.4,71,13.87,20
402,53.88686468447297,66.79765511471382,sergeyevka,kz,50.56,61,5.73,50
403,54.56503391076471,57.49545192237008,inzer,ru,48.79,87,0.67,0
404,50.57329378635583,-174.86692234703943,provideniya,ru,39.76,90,14.56,83
405,53.49977901398964,-3.101533141268334,crosby,gb,57.99,76,3.0,96
406,51.85956927815369,146.94164851378343,vostok,ru,43.84,100,2.42,100
407,54.2555955923855,114.21200967010668,bagdarin,ru,30.07,96,6.29,100
408,52.1032580696122,-1.9835723125182483,worcester,gb,57.0,91,5.99,100
409,51.68731998859121,154.00760715758702,severo-kurilsk,ru,46.67,87,11.3,14
410,51.23845704021817,85.5109264195911,shebalino,ru,31.01,93,2.55,0
411,53.37779176246124,-75.49617866611032,chapais,ca,41.0,80,5.73,75
412,53.740217886294936,-144.68868712500174,kodiak,us,51.8,87,24.16,90
413,53.01316173363436,143.9577121328175,tungor,ru,41.61,88,3.29,54
414,53.99050858914619,-119.43560463781532,wembley,ca,51.8,76,1.32,20
415,50.97637770594054,-77.05716390707565,matagami,ca,44.6,56,8.05,90
416,52.98553436641589,-175.8228468360646,provideniya,ru,39.76,90,14.56,83
417,58.97404488786147,-124.10507645184423,fort nelson,ca,42.8,75,5.82,40
418,57.05690836479503,178.43727238158777,beringovskiy,ru,42.12,90,29.77,100
419,55.53292104511977,-15.26322890844611,westport,ie,52.0,80,3.0,42
420,59.54533031749143,-75.33283139725303,iqaluit,ca,30.2,68,10.29,75
421,55.271236658724874,-0.9196758222341259,south shields,gb,54.0,81,9.17,75
422,56.69183097416887,99.86184121311447,chunskiy,ru,26.83,96,2.59,2
423,58.78609773898887,5.460222155516448,tananger,no,64.4,59,11.41,75
424,58.47697308150819,-174.1339138402671,provideniya,ru,39.76,90,14.56,83
425,59.40086293825431,-72.82991722291727,iqaluit,ca,30.2,68,10.29,75
426,56.95585473272717,-175.2323644070086,provideniya,ru,39.76,90,14.56,83
427,59.38015373342036,-166.1336043992789,bethel,us,55.99,87,5.82,75
428,58.14339938611496,128.23175285801585,tommot,ru,32.9,93,3.44,100
429,56.174318428904236,157.71121104977482,esso,ru,32.49,92,5.79,27
430,55.53958971778985,-177.014186357699,provideniya,ru,39.76,90,14.56,83
431,55.47357503683447,-141.97913574197662,sitka,us,57.2,93,4.7,90
432,58.265152259282466,-3.158609900184672,wick,gb,53.6,81,11.41,79
433,59.9011081122393,-63.23114483298778,iqaluit,ca,30.2,68,10.29,75
434,62.33714985114511,124.88757813836321,berdigestyakh,ru,26.67,94,1.83,25
435,64.03308819152885,-137.89495754461302,mayo,ca,51.8,53,12.75,90
436,64.32292061178158,62.33631284804645,igrim,ru,50.05,68,10.22,99
437,63.80994859539707,-72.17128965517195,iqaluit,ca,30.2,68,10.29,75
438,61.168547712620466,-71.51194747574016,iqaluit,ca,30.2,68,10.29,75
439,64.65445560188931,-98.78228364698816,thompson,ca,39.2,86,3.36,90
440,63.313919364283606,21.042172591375845,vaasa,fi,54.0,81,5.82,92
441,64.01316560056449,-139.96157689006986,mayo,ca,51.8,53,12.75,90
442,60.06948258239868,-121.16112135091805,fort nelson,ca,42.8,75,5.82,40
443,62.277815533642375,41.27853596239399,puksoozero,ru,45.64,95,3.58,0
444,63.939012614496754,100.55731131802168,tura,ru,33.69,94,10.42,100
445,64.39996250977522,137.65859617205234,khandyga,ru,29.79,95,1.3,80
446,63.2126036348076,138.68780130064835,solnechnyy,ru,45.54,80,1.25,100
447,62.62869372569011,77.72643174886423,novoagansk,ru,46.0,89,6.8,91
448,60.3820022916493,9.188679599753868,nesbyen,no,44.01,100,4.47,100
449,63.33753380049013,67.26648697565511,oktyabrskoye,ru,60.8,77,1.95,75
450,60.52135673225587,-160.5887000593675,bethel,us,55.99,87,5.82,75
451,67.51910673553157,87.03088510357657,igarka,ru,40.82,97,6.49,100
452,67.00086038605828,-3.4278359635467837,klaksvik,fo,51.8,100,19.46,75
453,68.71041888148844,76.34084706042592,novyy urengoy,ru,43.61,90,11.14,99
454,67.53447238211395,-9.042594544316131,vestmanna,fo,51.8,100,19.46,75
455,66.5367338155069,149.42468351060063,zyryanka,ru,30.2,91,7.56,18
456,65.36254716325881,8.177733623566098,sistranda,no,57.2,62,19.46,7
457,68.5540943774544,179.67697016130217,leningradskiy,ru,33.8,91,14.18,100
458,67.24631987298213,-134.60660329870456,aklavik,ca,32.0,90,2.24,90
459,69.3056702181046,-153.81173265259045,barrow,us,33.8,93,10.29,90
460,66.08018229087375,-130.8518440212557,inuvik,ca,32.0,93,3.36,75
461,68.10898427624862,124.95920409341971,zhigansk,ru,29.84,93,20.98,57
462,66.61100560226951,86.50694185738314,igarka,ru,40.82,97,6.49,100
463,67.99030084691512,-155.9139043549265,barrow,us,33.8,93,10.29,90
464,67.9701383807062,131.69217308713053,batagay-alyta,ru,21.47,88,9.26,44
465,69.94980967143242,5.402098854942125,sistranda,no,57.2,62,19.46,7
466,66.50532041127356,110.7679307254163,aykhal,ru,28.4,86,8.95,90
467,68.02473291745207,-37.912620865366165,tasiilaq,gl,37.4,69,20.8,75
468,68.71157733906911,49.583907510921165,naryan-mar,ru,38.98,78,10.65,98
469,72.98910690233775,40.75569344865275,ostrovnoy,ru,43.07,64,6.93,100
470,71.10569756226688,94.4980126822847,talnakh,ru,32.0,97,13.42,75
471,74.94821894503859,87.06827681896766,kayerkan,ru,32.0,96,13.42,75
472,74.60864080081116,-163.26135025360844,barrow,us,33.8,93,10.29,90
473,73.40878704547072,32.13950548323999,vardo,no,44.6,75,10.29,75
474,70.40841339945129,133.76367796486608,ust-kuyga,ru,24.06,87,9.28,45
475,74.96176358039955,158.33743468578456,cherskiy,ru,30.92,88,3.42,96
476,71.0561418821431,-164.56675464511585,nome,us,46.99,75,10.29,1
477,70.9513961769079,-115.10134844527461,yellowknife,ca,41.0,86,8.05,75
478,71.37252967076375,-35.560003776568095,tasiilaq,gl,37.4,69,20.8,75
479,71.10110997383553,-65.82427090593353,clyde river,ca,28.4,92,16.11,75
480,70.59377990820957,7.335696723454731,sorland,no,51.8,93,6.93,2
481,74.68716190084123,-151.98971730613033,barrow,us,33.8,93,10.29,90
482,72.60537695020057,15.774258944075967,andenes,no,48.2,76,5.82,6
483,72.63243347320156,144.1088900299136,chokurdakh,ru,25.72,96,5.01,95
484,70.2021856637377,-103.95942306939476,yellowknife,ca,41.0,86,8.05,75
485,73.76214466664092,-6.546529683051148,klaksvik,fo,51.8,100,19.46,75
486,70.58511735573948,-8.993862182541477,vestmanna,fo,51.8,100,19.46,75
487,71.26664046862284,-37.56314449218854,tasiilaq,gl,37.4,69,20.8,75
488,77.71713570651835,102.7436413003391,khatanga,ru,25.32,97,16.26,59
489,79.01199571759088,69.87159219779608,dikson,ru,35.55,83,25.01,95
490,78.49133213193055,85.80334964261942,dikson,ru,35.55,83,25.01,95
491,76.08285336674436,-88.09303640775678,qaanaaq,gl,20.77,85,3.89,0
492,77.98515538261918,-96.90766970844834,thompson,ca,39.2,86,3.36,90
493,75.87222764211383,73.61619145535659,dikson,ru,35.55,83,25.01,95
494,76.48794517242197,-129.80164837932142,tuktoyaktuk,ca,35.6,100,5.82,90
495,76.53557160903202,-113.55595874679587,yellowknife,ca,41.0,86,8.05,75
496,77.16572357083686,-150.84814933486655,barrow,us,33.8,93,10.29,90
497,78.43198536881745,16.29647128877224,longyearbyen,sj,35.6,80,9.17,75
498,77.75200773573722,109.91934220732026,saskylakh,ru,23.52,96,13.85,65
499,75.40670017556293,-132.53776863429056,tuktoyaktuk,ca,35.6,100,5.82,90
500,75.42727541775349,-66.51280444110577,narsaq,gl,39.2,80,2.24,75
501,77.44281753284784,119.15385989505029,saskylakh,ru,23.52,96,13.85,65
